,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels
119,19,99115148,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/bd/2b/1078001122.jpg,35,128000.0,flat,sale,76.0,3,1,"Avenida de Isabel la Católica, 10",Madrid,Pinto,es,40.2451195,-3.6972714,True,https://www.idealista.com/inmueble/99115148/,21431,"se vende vivienda situada en el centro de Pinto, situada en una 4 planta sin ascensor.    La vivienda tiene una superficie de 76.39 metros cuadrados construidos y 58.0 metros cuadrados útiles y está compuesta por tres dormitorios, un baño, Hall, salón-comedor con acceso a una pequeña terraza y cocina con tendedero.    Se encuentra en zona céntrica, la cual dispone de todo tipo de servicios, tales como, servicios docentes, sanitarios, bares, restaurantes, supermercados, amplias zonas verdes y paradas de autobús urbano e interurbano y estación de Renfe.    solicite más información o visita sin compromiso.",False,renew,False,1684.0,{'typology': 'flat'},"{'subtitle': 'Centro - Ayuntamiento, Pinto', 'title': 'Piso en Avenida de Isabel la Católica, 10'}",False,False,False,False,,False,False,7007389,4,True,Centro - Ayuntamiento,,False,,
120,20,102768472,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/91/1c/1166652255.jpg,23,289000.0,chalet,sale,210.0,4,2,Calle Lagunas de Ruidera s/n,Madrid,Parla,es,40.2485214,-3.7715533,True,https://www.idealista.com/inmueble/102768472/,22141,"SIN COMISIÓN EXTRA PARA EL COMPRADOR INFORMA DIRECTAMENTE CAROL  Gestionamos la financiación para este chalet + cheque regalo de 1.000 euros de IKEA Es un chalet de reciente construcción con muy buenos acabados, Dispone de un amplio garaje como se puede ver en las. fotos, más la entrada, por lo que pueden aparcar tres coches. En la planta Baja dispone de una cocina, aseo y un salón que ademas dispone de acceso directo a la parcela. Dispone en la planta de arriba de tres habitaciones, una suite con baño incorporado y otro baño. Dispone de zona de almacén. la propiedad esta en una zona buena de acceso a la urbanización y con rápida comunicación con la autopista. Parla se caracteriza por su buena comunicación, dispone de varios centros comerciales. colegios, centros educativos, gimnasio, parques infantiles. GRUPO GAIN  LA CASA SE ENCUENTRA EN PERFECTO ESTADO.",False,good,False,1376.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Laguna Park, Parla', 'title': 'Chalet pareado en Calle Lagunas de Ruidera s/n'}",False,False,False,False,,False,False,oportunidad de carol negociamos,,,Laguna Park,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
121,21,97937321,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/5a/cd/995640011.jpg,7,50800.0,chalet,sale,177.0,3,3,Calle Segovia s/n,Toledo,Chozas de Canales,es,40.0926282,-4.0464746,True,https://www.idealista.com/inmueble/97937321/,48843,"Casa en la provincia de toledo, en el municipio de chozas de canales, en la calle clsegovia. Con incidencias: inmueble okupado-no visitable.",False,good,False,287.0,{'typology': 'chalet'},"{'subtitle': 'Chozas de Canales', 'title': 'Chalet en Calle Segovia s/n'}",False,False,False,False,,False,False,0045694710,,,,,,,
122,22,102524159,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/65/18/1158465920.jpg,40,850000.0,flat,sale,162.0,4,2,barrio Castellana,Madrid,Madrid,es,40.4353424,-3.6853736,False,https://www.idealista.com/inmueble/102524159/,505,"Piso de lujo de 162 m2 en venta en Castellana, Madrid Berkshire Hathaway Home Services Madrid comercializa la venta de esta exclusiva vivienda, exterior de 162 metros cuadrados, para reformar y ubicado en la primera planta de una finca señorial de 1.924 con fachada representativa y portal señorial. Ubicada en la zona más cotizada del barrio de Salamanca – Lista, en la señorial calle de Velázquez. Ubicado en la primera planta de un edificio señorial con fachada protegida. Esta vivienda cuenta con grandes ventajas que hacen de este piso de lujo una opción muy atractiva, no solo por su excelente ubicación y características sino por su marcado carácter señorial con techos altos. , suelos de tarima de pino melis. La vivienda cuenta con dos balcones a la calle. Este extraordinario piso para reforma integral, actualmente está distribuido en una zona de recibo compuesta por un hall de entrada, dos salones exteriores con un balcón cada uno por los que entra una magnifica luz ya que la vivienda se encuentra orientada al este. En la zona de servicio se encuentra una gran cocina, disponiendo de entrada independiente. La vivienda cuenta actualmente con cuatro dormitorios principales y dos baños. El dormitorio principal es una suite con baño incorporado y ventana a patio amplio. Todos los dormitorios disponen de ventanas a patios amplios y tranquilos. La finca tiene servicio de portería y calefacción central con reguladores independientes de consumo.   Cabe destacar la generosa entrada de luz con la que cuenta este piso de lujo, no solo por su carácter exterior, la altura de sus techos. La vivienda tiene muchas posibilidades de redistribución pudiendo hacer una extraordinaria vivienda de lujo adaptada a las necesidades de su futuro propietario ya sea para uso familiar o inversión ya que se encuentra a escasos metros del I. E. en la zona más cotizada de la ciudad.                             .",False,good,False,5247.0,{'typology': 'flat'},"{'subtitle': 'Castellana, Madrid', 'title': 'Piso'}",True,True,True,False,{'groupDescription': 'Top'},False,False,BHHS-005881,1,True,Barrio de Salamanca,Castellana,True,,
123,23,102578441,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/ea/8c/1160383184.jpg,18,65000.0,flat,sale,79.0,3,1,"Calle Santo Tomás de Aquino, 37",Madrid,Parla,es,40.2385985,-3.7630517,True,https://www.idealista.com/inmueble/102578441/,22989,"C. R. HOMES INMOBILIARIA vende piso OKUPADO de 3 DORMITORIOS y BAÑO, en calle Santo Tomás de Aquino de Parla. Piso de 75m2 en PRIMERA PLANTA sin ascensor, consta de 3 DORMITORIOS y BAÑO. Vivienda OKUPADA por personas sin justo título, NO SE PUEDE VISITAR NI TASAR, ideal para inversores que quieran adquirir una vivienda en PRIMERA PLANTA en Parla en buena zona en un precio inferior al 40% de su valor de mercado. Con todos los servicios a su alcance, aparcamiento público, colegios, supermercados, parques, gimnasio, centro de salud, zona de ocio y a escasos metros de la parada de autobús, tranvía y RENFE. Gastos comunitarios: 48€/mes agua incluida. IBI: 220€/año. ¡APROVECHE LA OPORTUNIDAD! ¡SOLICITE INFORMACIÓN SIN COMPROMISO. ¡PERFECTA UBICACIÓN! Gestionamos su compra de vivienda y su financiación, le ofreceremos un abanico de posibilidades de financiación de entre las cuales podrá elegir la que mejor se adapte a sus necesidades. No tendrá que preocuparse de nada, nos encargamos de toda la tramitación. ¡PIDA INFORMACIÓN SIN COMPROMISO! También podemos atenderle presencialmente en nuestras oficinas: C. R. HOMES en GETAFE en Avenida de España 13 TLF  C. R. HOMES en FUENLABRADA en Plaza de España 3 TLF  ESTAREMOS ENCANTADOS DE ATENDERLE.",False,good,False,823.0,{'typology': 'flat'},"{'subtitle': 'Calle Pinto-San Roque, Parla', 'title': 'Piso en Calle Santo Tomás de Aquino, 37'}",False,False,False,False,{'groupDescription': 'Top'},False,False,5460AL,1,False,Calle Pinto-San Roque,,False,,
124,24,102992898,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/f0/02/1174515748.jpg,64,86900.0,flat,sale,120.0,2,2,san isidro,Toledo,Ocaña,es,39.9598949,-3.4931875,False,https://www.idealista.com/inmueble/102992898/,55715,"Agencia inmobiliaria de Ocaña en ZONA CENTRO/ PLAZA MAYOR. Vende piso en CALLE SAN ISIDRO, OCAÑA. Piso totalmente exterior de 120 aprox m2. (zona centro de especialidades) La vivienda está compuesta por 2 dormitorios, 1 baño completo, 1 aseo completo, amplio salón y LUMINOSO. Gran cocina amueblada. En cuanto a las calidades, podemos destacar ventanas en climalit, suelos de tarima y CALEFACCION DE GAS NATURAL. PLAZA DE GARAJE y TRASTERO, INCLUIDA EN EL PRECIO. La finca dispone de, ascensores, zonas comunes y con mucha luminosidad. Situándose en una de las zonas cercanas a la plaza mayor de ocaña, parques infantiles y zonas ajardinadas, contando con todos los servicios a escasos metros de la vivienda instituto de educación secundaria alonso ercilla, registro de la propiedad, consultorio medico, cuartel de la guardia civil, notaria, Ahorramas, DIA, farmacias y restaurantes. Nuestros compañeros del departamento financiero de kiron, estarán encantados de ayudar con vuestra hipoteca¡ mejorando las condiciones y ahorrándote dinero a la hora de comprar.",False,good,False,724.0,{'typology': 'flat'},"{'subtitle': 'Centro de Especialidades, Ocaña', 'title': 'Piso en san isidro'}",True,False,False,False,{'groupDescription': 'Destacado'},False,False,,bj,True,Centro de Especialidades,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
125,0,96476364,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/10/22/1174475069.jpg,27,210000.0,chalet,sale,407.0,4,4,La Dehesa de Moratalaz,Toledo,Illescas,es,40.1436041,-3.7916952,False,https://www.idealista.com/inmueble/96476364/,33820,"Inmobiliaria FincaMAD, vende en exclusiva esta gran parcela de 3400m2 con un chalet al 50% de construcción e inmejorables vistas. El chalet tiene una superficie de 407m2, de los cuales 350m2 serían útiles. Tiene capacidad para más de 4 dormitorios y 4 baños. Los dormitorios de la planta superior, disponen de dos amplias terrazas de 35m2 cada una y unas preciosas vistas al pinar que tiene la parcela. En la planta inferior, se encuentra el dormitorio principal, con una superficie de 40m2 y un baño de 17m2. En la planta semisótano, de 196m2 dispone de un amplio garaje y una gran zona de estar de 55m2. Junto a la casa se ubicaría la piscina y un bonito pinar. La zona es muy tranquila, y está comunicada mediante autobús. Si queréis poneros en contacto con nosotros puede ser a través de nuestra página web, por correo o al teléfono  Inmobiliaria FincaMAD, con una gran cartera de clientes de origen chino, te ayudamos a vender o comprar tu casa, estando a tu lado en cada proceso, asesorandote, por que nosotros pensamos en ti primero. ¿Por qué elegir FincaMAD? * Cuentas con un asesor que te encontrará la vivienda que más se adecue a tus necesidades. * En FincaMAD nos encargamos de toda la gestión. * Te ayudamos a conseguir la mejor financiación. * Siempre trabajamos con transparencia y honestidad.",False,good,False,516.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'La Dehesa de Moratalaz, Illescas', 'title': 'Casa independiente'}",True,False,False,False,,False,False,90034699,,,La Dehesa de Moratalaz,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
126,1,102286962,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/c2/00/1150641854.jpg,25,43000.0,flat,sale,71.0,1,1,Casarrubios del Monte,Toledo,Casarrubios del Monte,es,40.1846901,-4.031565,False,https://www.idealista.com/inmueble/102286962/,40357,"Piso de 71,56 m² a la venta en Casarrubios del Monte, en la provincia de Toledo. Esta vivienda de segunda mano está distribuida en varias dependencias y servicios, contando con un dormitorio, cocina, salón, balcón y un baño. Dispone de buenas comunicaciones tanto por transporte público como por transporte privado. Ubicada en una zona con todo tipo de servicios alrededor. Por ello, es una opción en la que invertir. Con los servicios prestados podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,606.0,{'typology': 'flat'},"{'subtitle': 'Casarrubios del Monte', 'title': 'Piso'}",False,False,False,False,,False,False,KB-06489-0001,1,,,,False,,
127,2,99674074,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/a8/56/1138644086.jpg,24,151000.0,flat,sale,96.0,3,2,Calle de las Huertas,Madrid,Humanes de Madrid,es,40.251755,-3.8316667,False,https://www.idealista.com/inmueble/99674074/,23900,"Os damos la bienvenida a este piso ubicado en Humanes de Madrid, Madrid. La vivienda se distribuye en tres habitaciones, salón-comedor, cocina, dos baños y un balcón. Situado en la 2a planta del edificio. Localizado en el centro de Humanes de Madrid. En sus alrededores encontramos escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y la estación de tren Humanes. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a M-405. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.  Oportunidad de inversión: inmueble ocupado. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,1573.0,{'typology': 'flat'},"{'subtitle': 'Humanes de Madrid', 'title': 'Piso en Calle de las Huertas'}",True,False,True,False,,False,False,53008426,2,,,,True,,
128,3,101057704,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/07/bc/1173013606.jpg,36,250600.0,chalet,sale,281.0,3,2,Calle Río Guadiela,Guadalajara,El Casar,es,40.7191841,-3.431,False,https://www.idealista.com/inmueble/101057704/,38193,"¿TE GUSTA LA TRANQUILIDAD Y LOS ESPACIOS ABIERTOS?.. . ¡ESTA ES TU OPORTUNIDAD! Te presentamos un magnífico chalet independiente, a reformar, en la urbanización Las Colinas, en El casar. Fabuloso chalet independiente, de 281 m2 construidos y 524m² de parcela. Distribuido en 2 plantas. Distribuida planta principal en 3 dormitorios, 2 baños, vestíbulo, salón comedor, cocina independiente, y la planta baja esta en bruto, diafano para que lo pongas a tu gusto. La vivienda está localizada en el municipio de El Casar, Guadalajara. Las conexiones de la vivienda son a través de la vía N-320, que permiten conectar con otros municipios, a solo 30 minutos en coche de Guadalajara, ó 40 de Madrid, lo que aumenta el valor de la vivienda. En las inmediaciones de la vivienda, podemos encontrar todo tipo de servicios necesarios para el desarrollo diario de la vida como supermercados, centro de salud, cafeterías, restaurantes, centro comercial, etc. ¿QUIERES VERLO? ¿NECESITAS AYUDA EN LA FINANCIACIÓN? ¡LLÁMANOS! Estaremos encantados de enseñártelo, informarte y asesorarte en todo gratuitamente 0% COMISIÓN. ESTE Y MAS INMUEBLES EN [IW].",True,renew,False,892.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'El Casar', 'title': 'Casa independiente en Calle Río Guadiela'}",False,False,False,False,,False,False,PM135874KA,,,,,,,
129,4,102563637,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/75/6a/1159699244.jpg,3,168800.0,flat,sale,57.0,3,1,Paseo Imperial,Madrid,Madrid,es,40.4073339,-3.7177219,False,https://www.idealista.com/inmueble/102563637/,4101,"Piso en venta ubicado en PASEO IMPERIAL, MADRID. Superficie de 55 m2. 3 habitaciones  Oportunidad de inversión: inmueble procedente de ejecución hipotecaria sin posesión. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,2961.0,{'typology': 'flat'},"{'subtitle': 'Imperial, Madrid', 'title': 'Piso en Paseo Imperial'}",True,False,False,False,,False,False,50669299,1,,Arganzuela,Imperial,,,
130,5,101826425,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/60/eb/1170698369.jpg,32,152000.0,chalet,sale,127.0,3,2,Calle Hayedo de Montejo,Guadalajara,Pioz,es,40.460542,-3.1593045,False,https://www.idealista.com/inmueble/101826425/,45008,"VIVIENDAS JUMA pone a su disposición chalet independiente de 3 habitaciones independiente en una planta con piscina. SE ACEPTAN OFERTAS. Se distribuye en salón comedor con chimenea, cocina amueblada, 3 habitaciones con armarios empotrados, baño, aseo, trastero y garaje. Calefacción de gasoil. Piscina. Barbacoa + fregadera con grifo. Todo en una planta. FINANCIACIÓN HASTA EL 100%, CONSULTAR. OPORTUNIDAD!",False,good,False,1197.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pioz', 'title': 'Casa independiente en Calle Hayedo de Montejo'}",False,False,False,False,,False,False,405 JU,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
131,6,99915292,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/14/71/06/1060372626.jpg,1,250600.0,chalet,sale,281.0,3,2,El Casar,Guadalajara,El Casar,es,40.7192677,-3.4332231,False,https://www.idealista.com/inmueble/99915292/,38093,"Vivienda unifamiliar aislada a la venta situada en El Casar, provincia de Guadalajara. Esta vivienda de segunda mano consta de una superficie construida de 281 m². Consta de 3 plantas y está distribuida en 3 dormitorios, 2 baños, vestíbulo, salón comedor, cocina independiente, sótano y desván. Tiene buenas comunicaciones tanto por transporte público como por transporte privado. Con los servicios prestados podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,892.0,{'typology': 'chalet'},"{'subtitle': 'El Casar', 'title': 'Chalet'}",False,False,False,False,,False,False,KB-06382-0001,,,,,,,
132,7,100491901,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/29/bf/1091184682.jpg,32,230000.0,flat,sale,90.0,3,1,eugenia de montijo,Madrid,Madrid,es,40.3758373,-3.7522704,False,https://www.idealista.com/inmueble/100491901/,8654,"Gilmar Madrid Río ( ). Ubicado en la zona de Buenavista se vende fantástica vivienda luminosa en vía principal con estación de metro y autobús en la puerta. En total dispone de 88m2 construidos según la información catastral, está distribuida en 3 amplios dormitorios, baño completo, cocina independiente con tendedero cubierto y salón comedor de unos 20 m2. La vivienda está en muy buen estado ya que fue reformada hace 5 años y cuenta con muy buena distribución y doble orientación (este-oeste) lo que le aporta luz natural y buena ventilación. Las puertas son de madera lacada y las ventanas son de aluminio lacado con cristal de tipo climalit y doble ventana en todos los dormitorios. La calefacción y el agua caliente son de suministro individual por gas natural con caldera estanca.  El barrio en el que se sitúa es un área residencial muy consolidado con infinidad de comercios de todo tipo, además cuenta con el Parque de las Cruces a pocos minutos, también encontramos el centro comercial Islazul a 15 minutos andando, en un radio de 300 metros encontramos colegios e institutos, una biblioteca, el centro de salud y la parada de metro Carabanchel Alto.  La zona también cuenta con excelentes comunicaciones, tanto por transporte público con parada de autobús a 100 metros con las líneas 34, 35, 47, 121, 131, 139 y 485. En vehículo privado es muy rápido el acceso a la avenida de los Poblados que comunica los distritos del sur de la capital y a las carreteras de circunvalación M-40 y M45 a la estación de Atocha se tardan 15 minutos. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 37 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.. . Disponemos de más de 30 equipos especializados en distintas zonas al servicio de más de 90.000 Clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal. Visita nuestra web y encontrarás 4.000 oportunidades más.",False,good,False,2556.0,{'typology': 'flat'},"{'subtitle': 'Buena Vista, Madrid', 'title': 'Piso en eugenia de montijo'}",True,True,False,False,{'groupDescription': 'Top'},False,False,AA182333,1,True,Carabanchel,Buena Vista,True,,
133,8,101714780,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/f0/83/1131365952.jpg,34,449900.0,chalet,sale,464.0,8,4,Riscos,Madrid,Galapagar,es,40.5774597,-4.0040625,False,https://www.idealista.com/inmueble/101714780/,30729,"Agencia inmobiliaria de GALAPAGAR zona GALAPAGAR Oficina HOGARES GALAPAGAR: EN VENTA: ESPECTACULAR CHALET INDEPENDIENTE EN LA MEJOR ZONA DE GALAPAGAR, cercano a zonas verdes, colegios, parada de autobús, etc… La vivienda se distribuye de la siguiente forma: Planta principal: donde encontraremos: una cocina amplia con una habitación de cortesía. Encontramos el salón-comedor, con acceso a una gran terraza, tres dormitorios y dos baños completos.  Planta sótano: encontramos tres dormitorios de buen tamaño, otro baño completo y un gran salón-comedor. Por último, cuenta con su gran plaza de garaje con almacenamiento para tres coches! Dispone de un magnífico jardín con piscina que rodea toda la casa. No dudes en ponerte en contacto con nosotros para poder ver la vivienda y ver condiciones de FINANCIACIÓN 100%.",True,renew,False,970.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Casco Antiguo, Galapagar', 'title': 'Casa independiente en Riscos'}",True,False,True,False,{'groupDescription': 'Destacado'},False,False,RISCOS,,,Casco Antiguo,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
134,9,99722636,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/5d/61/1175864528.jpg,1,79000.0,chalet,sale,163.0,2,2,Calle de las Estrellas s/n,Madrid,Morata de Tajuña,es,40.2289006,-3.4332048,True,https://www.idealista.com/inmueble/99722636/,31854,"VIVIENDA UNIFAMILIAR OCUPADA POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESVivienda unifamiliar adosada de 163 m², según Catastro. La vivienda dispone de tres plantas y esta distribuida en salón-comedor, dos dormitorios, cocina, buhardilla, hall, terraza, dos cuartos de baño, aseo y despensa. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Bien ubicado en el centro de Morata de Tajuña. Muy bien comunicado por carretera (M-302). Todo tipo de servicios e infraestructuras en la zona como comercios, supermercados, farmacias, restaurantes...",False,good,False,485.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Morata de Tajuña', 'title': 'Casa independiente en Calle de las Estrellas s/n'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,5633-13,,,,,,,
135,10,98208213,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/d7/c7/1004074098.jpg,57,125000.0,chalet,sale,220.0,4,3,Calle Cerezo,Guadalajara,Fuentenovilla,es,40.3648766,-3.1254709,False,https://www.idealista.com/inmueble/98208213/,48516,"220 m2 construidos sobre parcela de 690 m2. Chalet independiente en 2 plantas en venta en Fuentenovilla (Guadalajara). La vivienda dispone en planta baja de distribuidor de entrada con escalera de subida a planta superior, habitación en bruto para caldera de gasoil y depósito (no cuenta con caldera), salón, baño, dormitorio y garaje. En planta superior, dispone de amplio salón con cocina americana, baño y 3 dormitorios (el principal con baño integrado). La parcela cuenta con piscina. La vivienda necesita reforma y se encuentra en periodo de puja hasta el 14 de noviembre de 2023, siendo la puja mínima de 125.100 €. ¡Consúltenos!",False,good,False,568.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fuentenovilla', 'title': 'Casa independiente en Calle Cerezo'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,3054,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
136,11,101466517,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/e1/80/1172973641.jpg,5,196000.0,chalet,sale,150.0,4,3,"Plaza RIO TAJO, 14",Toledo,Yeles,es,40.1149,-3.81257,True,https://www.idealista.com/inmueble/101466517/,37368,"********SIN COMISIONES DE AGENCIA, DIRECTAMENTE DEL CONSTRUCTOR*****************  *******ENTREGA EN 11 MESES ***** ACTUALMENTE EN CONSTRUCION  SITUADOS EN PLENA EXPANSIÓN PARA PODER DISFRUTAR DE UN ENTORNO INMEJORABLE. La vivienda cuenta con parcela de 178 m2 y las superficies construidas de parcelas son de unos 150 m2. Las estudiadas distribuciones de interior nacen para satisfacer al máximo las necesidades. Esta vivienda se distribuye en dos plantas: - Planta baja cuenta con un vestíbulo, salón con salida al patio, cocina y aseo. - Planta primera, tres habitaciones muy espaciosas con armarios terminados, dos baños uno de ellos en habitación principal, Máximas calidades donde prima la exclusividad, tales como estructura de hormigón armado, carpintería exterior de PVC con triple rotura, suelo porcelánico, pintura lisa, puertas de acceso de seguridad, puertas de paso en block de madera lacadas en blanco, climatización por aerotermia con suelo radiante y refrescante.. . Vivir en esta vivienda es mucho más que disfrutar del privilegio de tener todo el espacio y la amplitud que necesita significa tener una casa donde los detalles garantizan la comodidad y el confort que quieres encontrar. Detrás de una elegante, vanguardista y representativa línea arquitectónica, surgen una vivienda con amplios espacios. La luminosidad que aportan los grandes ventanales se conjuga con el soleamiento de las viviendas, resultando unos espacios cálidos y confortables. Te ayudamos a conseguir la mejor hipoteca, ¡Llegando hasta el 100% del precio de compra! Deposita tu confianza en nosotros, nos encargaremos de todo el trámite burocrático y te asesoraremos durante todo el proceso. No pierdas esta gran oportunidad y ven a visitar nuestra oficina ubicada en Yeles Avenida Rufino Rubio 14. Teléfono. -  Comunica con la Autovía de la Sagra (CM-41), cercanas conexiones a la A-42 (6 km) y a la A-4 (10 km). Se encuentra a 30 minutos de la zona sur de Madrid. ESTUDIO FINANCIACION GRATUITO  Le ayudamos a conseguir la mejor hipoteca, intentando llegar hasta el 100% del precio de compra. Deposite su confianza en nosotros, nos encargaremos de todo el tramite administrativo y asesoraremos sobre su venta y/o compra. Para más información pásate por nuestras oficinas en Su Piso Inmobiliaria en Avenida Rufino Rubio 14 Yeles (Toledo) o llámenos al o al sin ningún compromiso.",False,good,False,1307.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Yeles', 'title': 'Chalet adosado en Plaza Rio Tajo, 14'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,4067,,,,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
137,12,98061568,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/a6/9d/1175651289.jpg,2,125000.0,chalet,sale,220.0,3,2,Calle Cerezo,Guadalajara,Fuentenovilla,es,40.3649852,-3.1245046,False,https://www.idealista.com/inmueble/98061568/,48595,"Chalet en venta en Fuentenovilla, Guadalajara. INMUEBLE EN PERIODO DE PUJAS DESDE EL 31/10/2023 AL 14/11/2023 A LAS 18:00    Chalet de 220 metros de superficie construida, en una parcela de 663 metros, dejando libre un amplio jardín de 580 metros de superficie.  Vivienda en dos plantas, cuenta con 3 habitaciones, 2 baños, salón-comedor, cocina.    Fuentenovilla es un municipio y localidad española de la provincia de Guadalajara, en la comunidad autónoma de Castilla-La Mancha, a 50 km del centro de Guadalajara,    Grupo GH es una empresa dedicada a la intermediación y consultoría inmobiliaria con más de 25 años de experiencia en el sector, dando un servicio profesional orientado a las necesidades de nuestros clientes, cubriendo cualquier gestión en las diferentes tipologías de inmuebles de obra nueva y segunda mano.    Nuestra particular forma de hacer las cosas nos han posicionado en un lugar privilegiado dentro del mercado inmobiliario, constituyéndose como una de las empresas del sector con mayor crecimiento de los últimos años.    Ampliando nuestros horizontes hemos podido ofrecer mayores y mejores soluciones, esta buena gestión nos ha permitido convertirnos en una de las empresas referentes del sector.    Especialistas en gestión de patrimonio, ofrecemos calidad y servicio profesional. Nuestra red comercial de profesionales pone a su disposición un amplio abanico de ofertas a la carta, siendo su preocupación constante satisfacer al cliente, consiguiendo atender de forma especializada tanto la demanda como la oferta de nuestro sector.    Miembros de APO (Agentes de la propiedad inmobiliaria) y de AMADEI (Asociación de Empresas Inmobiliarias de Madrid) primera empresa en obtener el sello del código de Buenas Prácticas de la Comunidad de Madrid y el sello de calidad de Madrid Excelente.",False,good,False,568.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Fuentenovilla', 'title': 'Casa independiente en Calle Cerezo'}",False,False,False,False,{'groupDescription': 'Destacado'},False,False,G00753,,,,,,,
